"BAD","DEROG_DELINQ","IMP_CLAGE","DEBTINC","_dmIndex_","_PartInd_","I_BAD","P_BAD1","P_BAD0","EM_EVENTPROBABILITY","EM_CLASSIFICATION","EM_PROBABILITY"
"           0","1.9433801521","107.33302454","33.524879599","    12000054","           1","           0","0.0804436505","0.9195563495","0.0804436505","           0","0.9195563495"
"           1","1.9433801521","       154.2","           .","    12000058","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.8109525998","94.805235749","38.211305102","    12000061","           0","           0","0.2183398434","0.7816601566","0.2183398434","           0","0.7816601566"
"           0","1.9433801521","85.801476116","24.594992574","    12000062","           0","           0"," 0.058669423"," 0.941330577"," 0.058669423","           0"," 0.941330577"
"           0","1.9433801521","210.43553362","25.042108535","    12000063","           2","           0","0.0283583181","0.9716416819","0.0283583181","           0","0.9716416819"
"           0","1.9433801521","126.93937738","27.992051659","    12000064","           1","           0","0.0545142912","0.9454857088","0.0545142912","           0","0.9454857088"
"           0","1.9433801521","3.0443841399"," 21.05764132","    12000068","           1","           0","0.0799014858","0.9200985142","0.0799014858","           0","0.9200985142"
"           0","0.2611375873"," 105.9346916"," 40.70254787","    12000069","           1","           0","0.3082560761","0.6917439239","0.3082560761","           0","0.6917439239"
"           1","1.0456472264","145.76577376","24.605128805","    12000071","           2","           0","0.0765222261","0.9234777739","0.0765222261","           0","0.9234777739"
"           1","0.4617491415","288.39505854","30.776027864","    12000074","           1","           0","0.0673246452","0.9326753548","0.0673246452","           0","0.9326753548"
"           0","-0.808061333","183.66666667","           .","    12000076","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","       179.1","           .","    12000077","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","144.42288892","31.539013395","    12000078","           1","           0","0.0587102448","0.9412897552","0.0587102448","           0","0.9412897552"
"           1","1.9433801521","97.966666667","           .","    12000085","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","91.966666667","           .","    12000086","           2","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","165.96666667","           .","    12000087","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.3243662197","326.13333333","           .","    12000088","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","160.33333333","           .","    12000089","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","105.74964198","           .","    12000090","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","75.866666667","           .","    12000091","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","28.966666667","           .","    12000092","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","106.83333333","           .","    12000093","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","       339.9","           .","    12000094","           2","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","172.03333333","           .","    13000001","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","91.133333333","           .","    13000002","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","88.533333333","           .","    13000003","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779","171.76666667","           .","    13000005","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779","165.43333333","           .","    13000007","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779","       398.8","           .","    13000009","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779","346.96666667","           .","    13000013","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.9433801521","182.63333333","           .","    13000025","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.0456472264","        31.4","           .","    13000027","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-2.200255866","234.33333333","           .","    13000028","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.4617491415","         186","           .","    13000029","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","        97.4","           .","    13000030","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","20.233333333","           .","    13000031","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","        80.1","           .","    13000032","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","171.43333333","           .","    13000033","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","248.48194525","           .","    13000034","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","        80.1","           .","    13000035","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","205.96666667","           .","    13000036","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.3243662197","190.73333333","           .","    13000037","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-0.670678411","       194.8","           .","    13000038","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-0.581241934","        79.1","           .","    13000039","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","325.63333333","           .","    13000040","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","       275.9","           .","    13000041","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","26.366666667","           .","    13000042","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-12.90239237","205.23333333","           .","    13000043","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-1.071155108","152.13333333","           .","    13000044","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-14.58463493","       132.9","           .","    13000045","           2","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.8109525998","15.233333333","           .","    13000046","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","268.83333333","           .","    13000047","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.2922747434","122.83333333","           .","    13000049","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-15.58919167","205.06666667","           .","    13000050","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","       285.1","           .","    13000051","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-0.670678411","108.93333333","           .","    13000052","           2","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-0.573366706","123.76666667","           .","    13000053","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","       112.6","           .","    13000054","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.8109525998","        90.3","           .","    13000055","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","288.16666667","           .","    13000056","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","118.66666667","           .","    13000060","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.9433801521","207.61730644","38.867949083","    13000061","           1","           0","0.0582955356","0.9417044644","0.0582955356","           0","0.9417044644"
"           0","1.4534669779"," 160.6678931","33.920044393","    13000062","           0","           0","0.0839685204","0.9160314796","0.0839685204","           0","0.9160314796"
"           0","1.9433801521","123.16918276"," 27.84508378","    13000065","           1","           0","0.0553377713","0.9446622287","0.0553377713","           0","0.9446622287"
"           0","1.4534669779","234.59177844","36.594664037","    13000066","           1","           0","0.0622888742","0.9377111258","0.0622888742","           0","0.9377111258"
"           1","1.0456472264","       122.3","           .","    13000070","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.2611375873","128.86666667","           .","    13000076","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779"," 170.7224523","29.206752832","    13000077","           0","           0","0.0627951074","0.9372048926","0.0627951074","           0","0.9372048926"
"           0","1.9433801521","91.095794879","37.133107539","    13000080","           1","           0","0.1050070993","0.8949929007","0.1050070993","           0","0.8949929007"
"           0","1.9433801521","189.36630726","33.971221884","    13000088","           0","           0","0.0508047369","0.9491952631","0.0508047369","           0","0.9491952631"
"           0","1.4534669779","146.29617189","33.666454504","    13000091","           1","           0","0.0900641577","0.9099358423","0.0900641577","           0","0.9099358423"
"           0","0.5557340522","153.11813626","25.119955899","    13000093","           0","           0","0.1044421244","0.8955578756","0.1044421244","           0","0.8955578756"
"           1","-12.00465944","122.84395119","36.122885906","    13000094","           0","           1","0.9996180433","0.0003819567","0.9996180433","           1","0.9996180433"
"           1","0.3243662197","118.69578554","           .","    13000100","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779","125.29486665","42.504613543","    13000102","           0","           0","0.1529476889","0.8470523111","0.1529476889","           0","0.8470523111"
"           0","1.0456472264","115.78062817","22.313705147","    13000106","           0","           0","0.0813602685","0.9186397315","0.0813602685","           0","0.9186397315"
"           1","0.5557340522","89.355474878"," 39.15104729","    14000001","           2","           0","0.2682709149","0.7317290851","0.2682709149","           0","0.7317290851"
"           0","1.9433801521"," 193.5089634","29.087994721","    14000002","           0","           0","0.0386812469","0.9613187531","0.0386812469","           0","0.9613187531"
"           0","1.4534669779","194.84216401","35.347853825","    14000004","           1","           0","0.0738960278","0.9261039722","0.0738960278","           0","0.9261039722"
"           1","1.9433801521","149.87462567","43.197242061","    14000007","           0","           0"," 0.100673577"," 0.899326423"," 0.100673577","           0"," 0.899326423"
"           0","1.9433801521","347.24501311","37.774681559","    14000014","           0","           0","0.0237349475","0.9762650525","0.0237349475","           0","0.9762650525"
"           1","1.9433801521","58.895685895","57.995018623","    14000016","           0","           0","0.3030558962","0.6969441038","0.3030558962","           0","0.6969441038"
"           0","1.9433801521","133.79051006","34.887236085","    14000027","           1","           0","0.0737759062","0.9262240938","0.0737759062","           0","0.9262240938"
"           0","1.9433801521","222.36488939","34.925984254","    14000030","           1","           0","0.0437685891","0.9562314109","0.0437685891","           0","0.9562314109"
"           1","1.4534669779","99.433333333","           .","    14000036","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.9433801521","85.681205116"," 39.53639781","    14000038","           0","           0","0.1211940284","0.8788059716","0.1211940284","           0","0.8788059716"
"           0","1.9433801521","260.79726222","27.942866028","    14000042","           1","           0","0.0242169286","0.9757830714","0.0242169286","           0","0.9757830714"
"           0","-0.808061333","188.78007609","39.699980465","    14000046","           0","           0","0.3555569537","0.6444430463","0.3555569537","           0","0.6444430463"
"           0","1.9433801521","88.677328625","31.056436786","    14000047","           1","           0","0.0794165444","0.9205834556","0.0794165444","           0","0.9205834556"
"           1","1.9433801521","132.36666667","           .","    14000049","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","105.07480159","41.262353472","    14000052","           0","           0","0.1180250998","0.8819749002","0.1180250998","           0","0.8819749002"
"           0","1.9433801521","308.21326219","34.408948419","    14000055","           1","           0","0.0253207564","0.9746792436","0.0253207564","           0","0.9746792436"
"           0","1.9433801521","187.71348615"," 27.86112392","    14000065","           1","           0","0.0376255676","0.9623744324","0.0376255676","           0","0.9623744324"
"           1","1.9433801521","94.598425262","45.464765837","    14000066","           1","           0","0.1515710396","0.8484289604","0.1515710396","           0","0.8484289604"
"           1","1.4534669779","114.96849873","           .","    14000069","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","70.033333333","           .","    14000071","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-12.85828932","       120.8","           .","    14000074","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.9433801521"," 164.3308981","32.375149102","    14000077","           1","           0","0.0544124141","0.9455875859","0.0544124141","           0","0.9455875859"
"           1","1.9433801521","108.27542318","47.079285365","    14000078","           0","           0","0.1515550068","0.8484449932","0.1515550068","           0","0.8484449932"
"           0","1.4534669779"," 297.9070847","34.345859886","    14000081","           1","           0"," 0.038104841"," 0.961895159"," 0.038104841","           0"," 0.961895159"
"           0","1.9433801521","230.72115441","25.753010226","    14000082","           1","           0","0.0259911285","0.9740088715","0.0259911285","           0","0.9740088715"
"           0","1.9433801521","103.01428965","37.310006097","    14000083","           1","           0","0.0990150772","0.9009849228","0.0990150772","           0","0.9009849228"
"           0","1.4534669779","149.19464754"," 37.88226039","    14000086","           1","           0","0.1084017304","0.8915982696","0.1084017304","           0","0.8915982696"
"           1","0.2611375873","87.859169291","36.395148149","    15000001","           0","           0","0.2842351351","0.7157648649","0.2842351351","           0","0.7157648649"
"           0","1.0456472264","122.48359427","33.651646949","    15000006","           1","           0","0.1342379118","0.8657620882","0.1342379118","           0","0.8657620882"
"           1","1.9433801521","224.23333333","           .","    15000009","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","90.333333333","           .","    15000010","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.0456472264","110.77162319","39.735785258","    15000015","           1","           0","0.1873414829","0.8126585171","0.1873414829","           0","0.8126585171"
"           0","1.9433801521","225.87035215"," 34.13705457","    15000030","           2","           0"," 0.041170721"," 0.958829279"," 0.041170721","           0"," 0.958829279"
"           1","1.9433801521","46.272175955","25.448844532","    15000035","           1","           0","0.0771387303","0.9228612697","0.0771387303","           0","0.9228612697"
"           1","1.9433801521","165.33333333","           .","    15000040","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.0456472264","       230.3","           .","    15000041","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","        73.6","           .","    15000043","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.9433801521","190.02108493","34.698162391","    15000046","           1","           0","0.0524941168","0.9475058832","0.0524941168","           0","0.9475058832"
"           0","1.9433801521","205.00760033","41.587201191","    15000050","           0","           0","0.0677750961","0.9322249039","0.0677750961","           0","0.9322249039"
"           1","1.9433801521","97.861325762","36.996385659","    15000053","           1","           0","0.1004240881","0.8995759119","0.1004240881","           0","0.8995759119"
"           0","1.4534669779","       398.8","38.490246959","    15000055","           0","           0","0.0255341788","0.9744658212","0.0255341788","           0","0.9744658212"
"           1","1.4534669779","179.89655998","53.584883008","    15000056","           0","           0","0.1875451468","0.8124548532","0.1875451468","           0","0.8124548532"
"           0","0.4617491415","202.53743039","29.551583139","    15000059","           1","           0","0.1039066247","0.8960933753","0.1039066247","           0","0.8960933753"
"           0","1.4534669779","129.73199215","38.042767861","    15000060","           1","           0","0.1216962548","0.8783037452","0.1216962548","           0","0.8783037452"
"           0","1.9433801521","212.22346879","33.920789966","    15000061","           1","           0","0.0442011342","0.9557988658","0.0442011342","           0","0.9557988658"
"           0","1.4534669779","234.02181639","35.265437376","    15000062","           1","           0"," 0.058487845"," 0.941512155"," 0.058487845","           0"," 0.941512155"
"           1","0.3243662197","329.16666667","           .","    15000065","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.0456472264","101.46666667","           .","    15000067","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","110.56666667","           .","    15000068","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.9433801521","102.66507078"," 30.09500969","    15000069","           2","           0","0.0698387034","0.9301612966","0.0698387034","           0","0.9301612966"
"           1","1.9433801521","75.458150356","28.370130884","    15000071","           0","           0"," 0.075162431"," 0.924837569"," 0.075162431","           0"," 0.924837569"
"           0","1.9433801521","179.91736263","25.210739655","    15000072","           0","           0","0.0344388876","0.9655611124","0.0344388876","           0","0.9655611124"
"           1","1.9433801521","176.83333333","           .","    15000076","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779","141.16529822","21.079998939","    15000077","           0","           0","0.0497822417","0.9502177583","0.0497822417","           0","0.9502177583"
"           0","0.3210394256"," 346.9796514"," 16.48162968","    15000081","           1","           0","0.0252871477","0.9747128523","0.0252871477","           0","0.9747128523"
"           0","1.4534669779","194.84216401","40.780527152","    15000082","           0","           0","0.0962302898","0.9037697102","0.0962302898","           0","0.9037697102"
"           0","1.9433801521","68.810826166","30.518229752","    15000083","           1","           0","0.0867354528","0.9132645472","0.0867354528","           0","0.9132645472"
"           1","0.4617491415","103.43333333","           .","    15000085","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","59.548702675","24.195903631","    15000090","           1","           0","0.0671222987","0.9328777013","0.0671222987","           0","0.9328777013"
"           0","1.9433801521","225.88904146","34.727875189","    16000002","           1","           0","0.0424224891","0.9575775109","0.0424224891","           0","0.9575775109"
"           0","1.4534669779","180.81810233","29.555406533","    16000004","           1","           0","0.0602059894","0.9397940106","0.0602059894","           0","0.9397940106"
"           0","1.9433801521","231.73414438","36.025683828","    16000005","           1","           0","0.0437510009","0.9562489991","0.0437510009","           0","0.9562489991"
"           0","1.9433801521","72.494660925","35.667645974","    16000007","           1","           0","0.1087246819","0.8912753181","0.1087246819","           0","0.8912753181"
"           1","1.4534669779","78.833617626","36.174955236","    16000008","           1","           0","0.1472769455","0.8527230545","0.1472769455","           0","0.8527230545"
"           1","0.5557340522","126.77192888","40.031393322","    16000012","           0","           0","0.2329803756","0.7670196244","0.2329803756","           0","0.7670196244"
"           0","1.9433801521","175.41182666","39.216775179","    16000013","           0","           0","0.0716603197","0.9283396803","0.0716603197","           0","0.9283396803"
"           0","1.9433801521","241.06079106"," 25.21859995","    16000014","           0","           0","0.0237310163","0.9762689837","0.0237310163","           0","0.9762689837"
"           0","1.9433801521"," 173.8298837","33.897772554","    16000015","           1","           0"," 0.055514821"," 0.944485179"," 0.055514821","           0"," 0.944485179"
"           0","1.9433801521","215.43179389","36.569347898","    16000017","           2","           0","0.0495812816","0.9504187184","0.0495812816","           0","0.9504187184"
"           0","1.9433801521","240.68258102","24.404335112","    16000018","           1","           0","0.0228024316","0.9771975684","0.0228024316","           0","0.9771975684"
"           0","1.9433801521","244.01777452","36.542570221","    16000019","           1","           0","0.0417195777","0.9582804223","0.0417195777","           0","0.9582804223"
"           0","1.9433801521","88.606023456","38.026151095","    16000020","           1","           0","0.1110823127","0.8889176873","0.1110823127","           0","0.8889176873"
"           0","1.4534669779","90.230329762","38.255862022","    16000021","           0","           0","0.1522370333","0.8477629667","0.1522370333","           0","0.8477629667"
"           1","0.8109525998","352.37913787","28.030214206","    16000022","           1","           0","0.0312787943","0.9687212057","0.0312787943","           0","0.9687212057"
"           1","1.9433801521","173.16666667","           .","    16000024","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.4617491415","          91","           .","    16000025","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.9433801521","108.53333333","           .","    16000028","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","-1.071155108","       115.6","           .","    16000032","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","215.06666667","           .","    16000033","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.7821879176","123.76666667","           .","    16000034","           2","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","       101.5","           .","    16000035","           2","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1"," -1.27743537","123.76666667","           .","    16000036","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","       398.8","           .","    16000037","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","       116.7","           .","    16000038","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.8109525998","132.93333333","           .","    16000039","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779","242.24976115","37.680169764","    16000045","           2","           0","0.0628501391","0.9371498609","0.0628501391","           0","0.9371498609"
"           0","0.4617491415","84.444746145","36.673648152","    16000046","           0","           0","0.2621212181","0.7378787819","0.2621212181","           0","0.7378787819"
"           0","1.9433801521","190.48216428","29.578148133","    16000050","           1","           0","0.0403909508","0.9596090492","0.0403909508","           0","0.9596090492"
"           1","0.4617491415","197.12004536","41.441052018","    16000051","           1","           0","0.1840473441","0.8159526559","0.1840473441","           0","0.8159526559"
"           0","1.9433801521","131.01191573"," 32.80374334","    16000052","           0","           0","0.0676549583","0.9323450417","0.0676549583","           0","0.9323450417"
"           0","1.9433801521","208.89848526","39.250433285","    16000053","           0","           0","0.0589726975","0.9410273025","0.0589726975","           0","0.9410273025"
"           1","-0.808061333","         9.1","           .","    16000054","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","0.5557340522","224.48075013","34.947076581","    16000057","           0","           0","0.1115547069","0.8884452931","0.1115547069","           0","0.8884452931"
"           0","1.4534669779","175.75688747","22.956863758","    16000059","           1","           0","0.0445093915","0.9554906085","0.0445093915","           0","0.9554906085"
"           1","0.4617491415","194.48489733","30.797674365","    16000060","           1","           0","0.1152882049","0.8847117951","0.1152882049","           0","0.8847117951"
"           0","0.4617491415","403.96540093","21.758642612","    16000063","           1","           0","0.0211875857","0.9788124143","0.0211875857","           0","0.9788124143"
"           1","1.9433801521","105.74964198","           .","    16000064","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521"," 117.9983043","36.044251755","    16000070","           1","           0","0.0855281929","0.9144718071","0.0855281929","           0","0.9144718071"
"           0","1.9433801521","113.68878037","33.896642978","    16000073","           1","           0","0.0789650412","0.9210349588","0.0789650412","           0","0.9210349588"
"           1","0.5557340522","93.110352698","40.761453071","    16000075","           1","           0","0.2806042135","0.7193957865","0.2806042135","           0","0.7193957865"
"           0","1.9433801521","239.05055657","20.961272939","    16000077","           1","           0"," 0.019257362"," 0.980742638"," 0.019257362","           0"," 0.980742638"
"           0","1.9433801521","213.28149573","19.078651168","    16000081","           1","           0","0.0204598849","0.9795401151","0.0204598849","           0","0.9795401151"
"           0","1.9433801521","109.28434579","36.159805919","    16000082","           1","           0","0.0904083443","0.9095916557","0.0904083443","           0","0.9095916557"
"           0","1.4534669779","226.78110513","24.190326625","    16000084","           0","           0","0.0348461274","0.9651538726","0.0348461274","           0","0.9651538726"
"           0","1.4534669779","80.368196976","37.490798825","    16000085","           0","           0","0.1550044869","0.8449955131","0.1550044869","           0","0.8449955131"
"           0","1.9433801521","152.92982848","39.640828981","    16000088","           1","           0","0.0833403977","0.9166596023","0.0833403977","           0","0.9166596023"
"           1","1.9433801521","99.433333333","           .","    16000093","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","213.56666667","           .","    17000003","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.8109525998","12.176928574","33.241218883","    17000005","           1","           0","   0.2649163","   0.7350837","   0.2649163","           0","   0.7350837"
"           1","1.4534669779","120.88581123","43.159875329","    17000009","           2","           0","0.1612184515","0.8387815485","0.1612184515","           0","0.8387815485"
"           0","1.9433801521","98.224144195"," 25.52507894","    17000015","           0","           0","0.0571099107","0.9428900893","0.0571099107","           0","0.9428900893"
"           0","1.9433801521","357.14381933","34.601973808","    17000016","           0","           0","0.0189389781","0.9810610219","0.0189389781","           0","0.9810610219"
"           0","1.9433801521"," 117.3762292","27.694521271","    17000017","           0","           0","0.0568397722","0.9431602278","0.0568397722","           0","0.9431602278"
"           0","1.9433801521","229.44157776","36.334814357","    17000019","           1","           0","0.0450582021","0.9549417979","0.0450582021","           0","0.9549417979"
"           0","1.9433801521","146.81015408","39.466964223","    17000020","           1","           0","0.0855973029","0.9144026971","0.0855973029","           0","0.9144026971"
"           0","1.4534669779","129.75806208","38.425881111","    17000023","           0","           0","0.1238698698","0.8761301302","0.1238698698","           0","0.8761301302"
"           1","1.0456472264","91.633333333","           .","    17000025","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.3210394256","        52.8","           .","    17000026","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","0.3243662197","295.33466966","28.600252229","    17000031","           0","           0","0.0637730477","0.9362269523","0.0637730477","           0","0.9362269523"
"           1","1.4534669779","122.60405287","           .","    17000032","           2","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779","122.60405287","22.577246193","    17000034","           1","           0","0.0599175514","0.9400824486","0.0599175514","           0","0.9400824486"
"           0","1.9433801521","88.886975341","37.658388771","    17000037","           1","           0","0.1089970804","0.8910029196","0.1089970804","           0","0.8910029196"
"           0","1.9433801521","212.78328271","31.120132652","    17000039","           0","           0","0.0381975477","0.9618024523","0.0381975477","           0","0.9618024523"
"           0","1.9433801521","137.43999135","34.202005032","    17000041","           0","           0","0.0698248152","0.9301751848","0.0698248152","           0","0.9301751848"
"           0","0.5557340522","229.17795924","25.489994512","    17000049","           1","           0","0.0687112885","0.9312887115","0.0687112885","           0","0.9312887115"
"           0","1.9433801521","271.23803732","33.251079314","    17000051","           0","           0","0.0298911342","0.9701088658","0.0298911342","           0","0.9701088658"
"           0","1.0456472264","266.12105655","34.082178462","    17000057","           1","           0","0.0604906587","0.9395093413","0.0604906587","           0","0.9395093413"
"           0","1.9433801521","132.09363428","26.864568467","    17000059","           1","           0","0.0499511677","0.9500488323","0.0499511677","           0","0.9500488323"
"           0","1.9433801521","173.31832075","38.191626025","    17000064","           1","           0","0.0689611706","0.9310388294","0.0689611706","           0","0.9310388294"
"           1","1.9433801521","       129.7","           .","    17000066","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.9433801521","        89.4","           .","    17000067","           1","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.4534669779","194.84216401","           .","    17000068","           0","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           1","1.2922747434","177.56666667","           .","    17000069","           2","           0","0.1994966443","0.8005033557","0.1994966443","           0","0.8005033557"
"           0","1.4534669779","203.70020243","37.596951452","    17000073","           0","           0","0.0783845867","0.9216154133","0.0783845867","           0","0.9216154133"
"           0","1.4534669779","103.04811712","19.020168304","    17000076","           0","           0","0.0562994549","0.9437005451","0.0562994549","           0","0.9437005451"
"           0","0.3243662197","201.36992202","35.795804943","    17000078","           1","           0"," 0.152578755"," 0.847421245"," 0.152578755","           0"," 0.847421245"
"           1","-1.316355936","178.09322168","21.334651908","    17000080","           2","           0","0.2443851827","0.7556148173","0.2443851827","           0","0.7556148173"
